1	chr1	1	+	69	94.2028985507246	5.79710144927536
1045	chr1	1045	+	83	91.566265060241	8.43373493975903
7309	chr1	7309	+	88	92.0454545454545	7.95454545454545
7340	chr1	7340	+	104	97.1153846153846	2.88461538461539
9389	chr1	9389	+	90	96.6666666666667	3.33333333333333
12251	chr1	12251	+	83	91.566265060241	8.43373493975903
13552	chr1	13552	+	82	92.6829268292683	7.3170731707317
14467	chr1	14467	+	71	92.9577464788732	7.04225352112677
18116	chr1	18116	+	80	92.5	7.5
19143	chr1	19143	+	74	86.4864864864865	13.5135135135135
35022	chr1	35022	+	91	90.1098901098901	9.89010989010988
37133	chr1	37133	+	79	91.1392405063291	8.86075949367088
45550	chr1	45550	+	92	83.695652173913	16.304347826087
55994	chr1	55994	+	76	92.1052631578947	7.89473684210526
56381	chr1	56381	+	84	92.8571428571429	7.14285714285714
63009	chr1	63009	+	83	33.7349397590361	66.2650602409639
63030	chr1	63030	+	85	1.17647058823529	98.8235294117647
72242	chr1	72242	+	84	2.38095238095238	97.6190476190476
73766	chr1	73766	+	92	4.34782608695652	95.6521739130435
82365	chr1	82365	+	90	1.11111111111111	98.8888888888889
83158	chr1	83158	+	68	1.47058823529412	98.5294117647059
94231	chr1	94231	+	83	0	100
98786	chr1	98786	+	90	6.66666666666667	93.3333333333333
102434	chr1	102434	+	71	2.8169014084507	97.1830985915493
104714	chr1	104714	+	78	1.28205128205128	98.7179487179487
111942	chr1	111942	+	71	2.8169014084507	97.1830985915493
111952	chr1	111952	+	80	1.25	98.75
111971	chr1	111971	+	81	2.46913580246914	97.5308641975309
112003	chr1	112003	+	81	8.64197530864197	91.358024691358
112036	chr1	112036	+	73	1.36986301369863	98.6301369863014
117701	chr1	117701	+	78	3.84615384615385	96.1538461538462
124551	chr1	124551	+	74	1.35135135135135	98.6486486486486
137495	chr1	137495	+	79	2.53164556962025	97.4683544303797
137510	chr1	137510	+	75	4	96
145193	chr1	145193	+	68	7.35294117647059	92.6470588235294
147040	chr1	147040	+	88	2.27272727272727	97.7272727272727
148144	chr1	148144	+	74	0	100
