1	chr1	1	+	58	56.8965517241379	43.1034482758621
4082	chr1	4082	+	92	5.43478260869565	94.5652173913043
8960	chr1	8960	+	77	1.2987012987013	98.7012987012987
13874	chr1	13874	+	101	2.97029702970297	97.029702970297
18243	chr1	18243	+	89	0	100
19406	chr1	19406	+	80	1.25	98.75
20257	chr1	20257	+	59	1.69491525423729	98.3050847457627
20288	chr1	20288	+	59	3.38983050847458	96.6101694915254
20299	chr1	20299	+	117	5.98290598290598	94.017094017094
20302	chr1	20302	+	76	5.26315789473684	94.7368421052632
20316	chr1	20316	+	89	2.24719101123596	97.752808988764
20355	chr1	20355	+	79	7.59493670886076	92.4050632911392
20654	chr1	20654	+	82	3.65853658536585	96.3414634146341
33775	chr1	33775	+	72	1.38888888888889	98.6111111111111
36569	chr1	36569	+	77	6.49350649350649	93.5064935064935
38794	chr1	38794	+	80	52.5	47.5
42378	chr1	42378	+	101	95.049504950495	4.95049504950495
55516	chr1	55516	+	83	90.3614457831325	9.63855421686746
69506	chr1	69506	+	77	96.1038961038961	3.8961038961039
70209	chr1	70209	+	84	85.7142857142857	14.2857142857143
72347	chr1	72347	+	76	89.4736842105263	10.5263157894737
76304	chr1	76304	+	86	95.3488372093023	4.65116279069767
86173	chr1	86173	+	73	94.5205479452055	5.47945205479452
86180	chr1	86180	+	68	94.1176470588235	5.88235294117648
86236	chr1	86236	+	78	94.8717948717949	5.12820512820514
86292	chr1	86292	+	70	91.4285714285714	8.57142857142857
90304	chr1	90304	+	98	88.7755102040816	11.2244897959184
95880	chr1	95880	+	71	92.9577464788732	7.04225352112677
95910	chr1	95910	+	85	94.1176470588235	5.88235294117648
98750	chr1	98750	+	74	90.5405405405405	9.45945945945947
101289	chr1	101289	+	78	87.1794871794872	12.8205128205128
126145	chr1	126145	+	85	92.9411764705882	7.05882352941177
126193	chr1	126193	+	83	92.7710843373494	7.22891566265061
126228	chr1	126228	+	68	91.1764705882353	8.82352941176471
128460	chr1	128460	+	77	92.2077922077922	7.79220779220779
129732	chr1	129732	+	96	93.75	6.25
130323	chr1	130323	+	76	86.8421052631579	13.1578947368421
130837	chr1	130837	+	82	95.1219512195122	4.8780487804878
136466	chr1	136466	+	70	94.2857142857143	5.71428571428572
139613	chr1	139613	+	101	93.0693069306931	6.93069306930693
145850	chr1	145850	+	73	89.041095890411	10.958904109589
147893	chr1	147893	+	72	94.4444444444444	5.55555555555556
147898	chr1	147898	+	84	90.4761904761905	9.52380952380952
147917	chr1	147917	+	72	91.6666666666667	8.33333333333334
147954	chr1	147954	+	74	94.5945945945946	5.4054054054054
147999	chr1	147999	+	82	90.2439024390244	9.7560975609756
148029	chr1	148029	+	65	93.8461538461538	6.15384615384616
148049	chr1	148049	+	81	90.1234567901235	9.87654320987654
148055	chr1	148055	+	83	90.3614457831325	9.63855421686746
153895	chr1	153895	+	86	96.5116279069768	3.48837209302324
159078	chr1	159078	+	77	94.8051948051948	5.1948051948052
166836	chr1	166836	+	85	89.4117647058824	10.5882352941176
167685	chr1	167685	+	83	95.1807228915663	4.81927710843374
168432	chr1	168432	+	79	89.873417721519	10.126582278481
186032	chr1	186032	+	91	93.4065934065934	6.5934065934066
187208	chr1	187208	+	105	90.4761904761905	9.52380952380952
189561	chr1	189561	+	85	89.4117647058824	10.5882352941176
189730	chr1	189730	+	70	92.8571428571429	7.14285714285714
192422	chr1	192422	+	76	94.7368421052632	5.26315789473685
192497	chr1	192497	+	72	91.6666666666667	8.33333333333334
192503	chr1	192503	+	84	90.4761904761905	9.52380952380952
193057	chr1	193057	+	85	94.1176470588235	5.88235294117648
193090	chr1	193090	+	82	48.780487804878	51.219512195122
193098	chr1	193098	+	81	3.7037037037037	96.2962962962963
193114	chr1	193114	+	75	2.66666666666667	97.3333333333333
193125	chr1	193125	+	77	3.8961038961039	96.1038961038961
193162	chr1	193162	+	86	1.16279069767442	98.8372093023256
193170	chr1	193170	+	82	2.4390243902439	97.5609756097561
