1	chr1	1	+	91	29.6703296703297	70.3296703296703
4082	chr1	4082	+	81	4.93827160493827	95.0617283950617
8960	chr1	8960	+	74	1.35135135135135	98.6486486486486
13874	chr1	13874	+	91	5.49450549450549	94.5054945054945
18243	chr1	18243	+	74	2.7027027027027	97.2972972972973
19406	chr1	19406	+	104	0.961538461538462	99.0384615384615
20257	chr1	20257	+	85	7.05882352941176	92.9411764705882
20288	chr1	20288	+	88	2.27272727272727	97.7272727272727
20299	chr1	20299	+	89	6.74157303370786	93.2584269662921
20302	chr1	20302	+	66	1.51515151515152	98.4848484848485
20316	chr1	20316	+	81	3.7037037037037	96.2962962962963
20355	chr1	20355	+	72	2.77777777777778	97.2222222222222
20654	chr1	20654	+	68	2.94117647058824	97.0588235294118
33775	chr1	33775	+	86	41.8604651162791	58.1395348837209
36569	chr1	36569	+	76	94.7368421052632	5.26315789473685
38794	chr1	38794	+	74	98.6486486486486	1.35135135135135
42378	chr1	42378	+	83	91.566265060241	8.43373493975903
55516	chr1	55516	+	94	89.3617021276596	10.6382978723404
69506	chr1	69506	+	78	91.025641025641	8.97435897435898
70209	chr1	70209	+	75	90.6666666666667	9.33333333333334
72347	chr1	72347	+	90	91.1111111111111	8.88888888888889
76304	chr1	76304	+	67	97.0149253731343	2.98507462686567
86173	chr1	86173	+	73	93.1506849315068	6.84931506849315
86180	chr1	86180	+	84	90.4761904761905	9.52380952380952
86236	chr1	86236	+	87	87.3563218390805	12.6436781609195
86292	chr1	86292	+	89	92.1348314606742	7.86516853932584
90304	chr1	90304	+	52	88.4615384615385	11.5384615384615
95880	chr1	95880	+	97	89.6907216494845	10.3092783505155
95910	chr1	95910	+	93	92.4731182795699	7.52688172043011
98750	chr1	98750	+	78	96.1538461538462	3.84615384615384
101289	chr1	101289	+	77	94.8051948051948	5.1948051948052
126145	chr1	126145	+	85	88.2352941176471	11.7647058823529
126193	chr1	126193	+	92	93.4782608695652	6.52173913043478
126228	chr1	126228	+	69	92.7536231884058	7.2463768115942
128460	chr1	128460	+	72	90.2777777777778	9.72222222222221
129732	chr1	129732	+	82	91.4634146341463	8.53658536585365
130323	chr1	130323	+	76	90.7894736842105	9.21052631578947
130837	chr1	130837	+	65	92.3076923076923	7.69230769230769
136466	chr1	136466	+	76	92.1052631578947	7.89473684210526
139613	chr1	139613	+	87	95.4022988505747	4.59770114942529
145850	chr1	145850	+	78	96.1538461538462	3.84615384615384
147893	chr1	147893	+	75	88	12
147898	chr1	147898	+	89	97.752808988764	2.24719101123596
147917	chr1	147917	+	83	97.5903614457831	2.40963855421687
147954	chr1	147954	+	81	93.8271604938272	6.17283950617285
147999	chr1	147999	+	79	91.1392405063291	8.86075949367088
148029	chr1	148029	+	62	95.1612903225807	4.83870967741935
148049	chr1	148049	+	70	95.7142857142857	4.28571428571428
148055	chr1	148055	+	87	90.8045977011494	9.19540229885058
153895	chr1	153895	+	76	92.1052631578947	7.89473684210526
159078	chr1	159078	+	70	90	10
